🚀 Starting SAB Integrity Scan in: app
Standard: SAB Core Constitution [ONE AUTHORITY]
🚨 NEW VIOLATIONS DETECTED:
+-----------------------------------------------------+------+-------------------+----------+---------------------------------------------------------------------+
| File                                                | Line | Rule              | Severity | Message                                                             |
+-----------------------------------------------------+------+-------------------+----------+---------------------------------------------------------------------+
| app/Http/Controllers/Admin/AI/AiUsageController.php | 51   | CONTEXT7_GUARD_V3 | LOW      | Forbidden field 'status' usage detected in code.                    |
| app/Http/Controllers/Admin/AI/AiUsageController.php | 90   | CONTEXT7_GUARD_V3 | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive? |
+-----------------------------------------------------+------+-------------------+----------+---------------------------------------------------------------------+
⚠ KNOWN BASELINE VIOLATIONS:
+----------------------------------------------------------------------------+------+-------------------------------+----------+-------------------------------------------------------------------------------------------------------------------------------------+
| File                                                                       | Line | Rule                          | Severity | Message                                                                                                                             |
+----------------------------------------------------------------------------+------+-------------------------------+----------+-------------------------------------------------------------------------------------------------------------------------------------+
| app/Services/AI/CodeReviewService.php                                      | 192  | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/AI/CodeReviewService.php                                      | 220  | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/AI/CodeReviewService.php                                      | 254  | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/AI/CodeReviewService.php                                      | 271  | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/AI/CodeReviewService.php                                      | 275  | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/AI/Copilot/CRMCopilotService.php                              | 227  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/CRMCopilotService.php                              | 237  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/CRMCopilotService.php                              | 254  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/CopilotAuditEngine.php                             | 34   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/CopilotAuditEngine.php                             | 54   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/CopilotOrchestrator.php                            | 327  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'active' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/CopilotOrchestrator.php                            | 334  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'active' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/CopilotPredictionEngine.php                        | 39   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/GovernanceResolver.php                    | 80   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/GovernanceResolver.php                    | 89   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/GovernanceResolver.php                    | 111  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/GovernanceResolver.php                    | 125  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/GovernanceResolver.php                    | 135  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/GovernanceResolver.php                    | 144  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Pipeline/PipelineDispatcher.php                    | 77   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputContract.php                         | 44   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputContractValidator.php                | 98   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputContractValidator.php                | 116  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputContractValidator.php                | 117  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputContractValidator.php                | 203  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputContractValidator.php                | 209  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputContractValidator.php                | 210  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 88   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 96   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 101  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 110  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 119  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 128  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 133  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/Support/OutputNormalizer.php                       | 134  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Copilot/WizardCopilotService.php                           | 244  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/WizardCopilotService.php                           | 254  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Copilot/WizardCopilotService.php                           | 264  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 53   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 220  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 228  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 254  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 292  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 306  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 311  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexIntelligenceService.php                      | 371  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexMatchingService.php                          | 309  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexMatchingService.php                          | 318  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexMatchingService.php                          | 328  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexPredictionService.php                        | 275  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexPredictionService.php                        | 405  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexPredictionService.php                        | 410  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/Domains/CortexPredictionService.php                        | 417  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/AI/GeminiService.php                                          | 71   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/GeminiService.php                                          | 78   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/GeminiService.php                                          | 95   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/AI/Providers/DeepSeekCortexProvider.php                       | 82   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/CRM/CRMOrchestratorService.php                                | 80   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/CRM/KisiNotService.php                                        | 35   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/CalendarSyncService.php                                       | 36   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/Category/CategoryTreeService.php                              | 198  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Context7/QueryStringAnalyzer.php                              | 23   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/ErrorAutoRepairService.php                                    | 253  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/FavoriService.php                                             | 22   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/Governance/ActionableInsightService.php                       | 25   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/ActionableInsightService.php                       | 36   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/ActionableInsightService.php                       | 46   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/Ast/AstScannerService.php                          | 92   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 25   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 26   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'active' usage detected in code.                                                                                    |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 29   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'order' usage detected in code.                                                                                     |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 31   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 66   | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'type' in comment/doc. False positive?                                                                   |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 84   | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 92   | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 100  | CONTEXT7_GUARD_V3             | LOW      | Context7 forbidden keyword 'status' in comment/doc. False positive?                                                                 |
| app/Services/Governance/Ast/Rules/ForbiddenFieldAstRule.php                | 105  | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/Governance/Ast/Rules/NamingAuthorityAstRule.php               | 19   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/Governance/Ast/Rules/NamingAuthorityAstRule.php               | 20   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/DeprecationValidator/ValidationReportFormatter.php | 62   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'status' usage detected in code.                                                                                    |
| app/Services/Governance/Diff/PayloadDiffCalculator.php                     | 24   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/Diff/PayloadDiffCalculator.php                     | 30   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/Diff/PayloadDiffCalculator.php                     | 40   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'type' usage detected in code.                                                                                      |
| app/Services/Governance/GovernanceService.php                              | 57   | CONTEXT7_GUARD_V3             | LOW      | Forbidden field 'state' usage detected in code.                                                                                     |
